vendor,family,segment,codename,arch,model,model_full,cores,p_cores,e_cores,threads,base_clock,boost_clock,all_core_boost,l2_cache,l3_cache,tdp,tdp_config_up,process,socket,socket_count,pcie_gen,pcie_lanes,mem_type,mem_channels,mem_speed,mem_max_capacity,ecc,cxl,upi_links,igpu_model,igpu_cores,igpu_clock,npu_tops,launch_date,launch_price_usd,part_number,source_url,source_tier,confidence,notes
AMD,radeonr5200,desktop,Caicos,R5 200 Series,R5 230,AMD Radeon R5 230,4,,,,,,,,,19W,,40 nm,,,2.1,4,DDR3,,8.53 GB/s,1 GB,,,,,,,,2013-Q4,,,https://hmc-tech.com/gpus/amd-radeon-r5-230,3,medium,"160 stream processors; low-profile single-slot, no aux power"
AMD,radeonr5200,desktop,Caicos,R5 200 Series,R5 235,AMD Radeon R5 235,4,,,,0.88 GHz,,,,,19W,,40 nm,,,3.0,4,DDR3,,,1 GB,,,,,,,,2014,,,https://www.techpowerup.com/gpu-specs/radeon-r5-235x-oem.c2503,3,low,Values approximated from closely related R5 235X OEM SKU
AMD,radeonhd7000,desktop,Cape Verde LE,HD 7000 Series,HD 7730,AMD Radeon HD 7730,8,,,,0.80 GHz,,,,,,,28 nm,,,3.0,4,GDDR5,,72 GB/s,1 GB,,,,,,,,2012-Q3,,,https://en.wikipedia.org/wiki/HD_7730,3,low,512 stream processors; entry-level cut-down Cape Verde; TDP not confirmed
AMD,radeonhd7000,desktop,Cape Verde Pro,HD 7000 Series,HD 7750,AMD Radeon HD 7750,8,,,,0.80 GHz,,,,,55W,,28 nm,,,3.0,8,GDDR5,,72 GB/s,1 GB,,,,,,,,2012-Q1,109,,https://en.wikipedia.org/wiki/Radeon_HD_7000_series,3,medium,512 stream processors
AMD,radeonhd7000,desktop,Cape Verde XT,HD 7000 Series,HD 7770 GHz Edition,AMD Radeon HD 7770 GHz Edition,10,,,,1.00 GHz,,,,,80W,,28 nm,,,3.0,8,GDDR5,,72.6 GB/s,1 GB,,,,,,,,2012-Q1,109,,https://videocardz.net/amd-radeon-hd-7770-ghz-edition,2,high,640 stream processors
AMD,radeonhd6000,desktop,Cayman Pro,HD 6000 Series,HD 6950,AMD Radeon HD 6950,22,,,,0.80 GHz,,,512 KB,,200W,,40 nm,,,2.1,16,GDDR5,,160 GB/s,2 GB,,,,,,,,2010-Q4,299,,https://www.pcworld.com/article/499453/radeon_hd_6970_and_6950.html,2,medium,1408 stream processors (VLIW4); BIOS-moddable to HD 6970
AMD,radeonhd6000,desktop,Cayman XT,HD 6000 Series,HD 6970,AMD Radeon HD 6970,24,,,,0.88 GHz,,,512 KB,,250W,,40 nm,,,2.1,16,GDDR5,,176 GB/s,2 GB,,,,,,,,2010-Q4,369,,https://cputronic.com/en/gpu/amd-radeon-hd-6970,2,medium,1536 stream processors (VLIW4); 2.65 TFLOPS FP32
AMD,radeonhd5000,desktop,Cedar,TeraScale 2,ATI HD 5450,ATI Radeon HD 5450,80,,,,0.65 GHz,,,,,19W,,40 nm,,,2.1,16,DDR2,,6.4 GB/s,512 MB,,,,,,,,2010-02-04,59,,https://www.techpowerup.com/114525/amd-announces-ati-radeon-hd-5450-graphics-accelerator,3,medium,0.10 TFLOPS FP32; cores field = stream processors; also sold with GDDR3 memory variant; entry-level HTPC card
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 3 5300G (OEM Only),AMD Ryzen 3 5300G,4,,,8,4.00 GHz,4.20 GHz,,2 MB,8 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 6,6,1600.00 GHz,,2021-Q3,,,https://www.amd.com/en/products/apu/amd-ryzen-3-5300g,1,high,Tier-1 AMD.com page confirmed; OEM-only per manifest labeling.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 3 5300GE (OEM Only),AMD Ryzen 3 5300GE,4,,,8,3.60 GHz,4.20 GHz,,2 MB,8 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 6,6,1600.00 GHz,,2021-Q3,,,https://technical.city/en/cpu/Ryzen-3-5300GE,3,medium,OEM-only 35W variant of 5300G.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 3 5305G,AMD Ryzen 3 5305G,4,,,8,4.00 GHz,4.20 GHz,,2 MB,8 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 6,6,1600.00 GHz,,2022-Q2,,,https://www.cpu-world.com/Compare/630/AMD_Ryzen_3_5300G_vs_AMD_Ryzen_3_5305G.html,3,low,"2022 refresh SKU; no independently detailed spec page found, specs presumed identical to 5300G per family pattern."
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 3 5305GE,AMD Ryzen 3 5305GE,4,,,8,3.60 GHz,4.20 GHz,,2 MB,8 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 6,6,,,2022-Q2,,,https://www.topcpu.net/en/cpu/amd-ryzen-3-5305ge,3,medium,35W refresh variant of 5300GE; corroborated by cputronic and topcpu.net.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 3 PRO 5350G,AMD Ryzen 3 PRO 5350G,4,,,8,4.00 GHz,4.20 GHz,,2 MB,8 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 6,6,1600.00 GHz,,2021-Q3,,,https://www.notebookcheck.net/Leaked-AMD-Ryzen-7-PRO-5750G-Ryzen-5-PRO-5650G-and-Ryzen-3-PRO-5350G-key-specs-promise-Cezanne-Zen-3-goodness-for-the-business-sector.531811.0.html,3,low,"No dedicated spec page found distinct from siblings; clocks inferred from 5355G/5300G family pattern (65W tier), not independently confirmed."
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 3 PRO 5350GE,AMD Ryzen 3 PRO 5350GE,4,,,8,3.60 GHz,4.20 GHz,,2 MB,8 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 6,6,,,2021-Q3,,,https://cputronic.com/cpu/amd-ryzen-3-pro-5350ge,3,medium,"35W PRO variant, corroborated by cputronic/cpu-compare."
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 3 PRO 5355G,AMD Ryzen 3 PRO 5355G,4,,,8,4.00 GHz,4.20 GHz,,2 MB,8 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 6,6,,,2022,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/5000-series/amd-ryzen-3-pro-5355g.html,1,high,Tier-1 AMD.com page confirmed.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 3 PRO 5355GE,AMD Ryzen 3 PRO 5355GE,4,,,8,3.60 GHz,4.20 GHz,,2 MB,8 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 6,6,,,2022,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/5000-series/amd-ryzen-3-pro-5355ge.html,1,high,Tier-1 AMD.com page confirmed.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 5500GT,AMD Ryzen 5 5500GT,6,,,12,3.60 GHz,4.40 GHz,,3 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 7,7,,,2024-Q1,,,https://cputronic.com/en/cpu/amd-ryzen-5-5500gt,3,medium,2024 budget refresh SKU; released years after original Cezanne desktop wave.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 5600G,AMD Ryzen 5 5600G,6,,,12,3.90 GHz,4.40 GHz,,3 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 7,7,1900.00 GHz,,2021-Q3,259,,https://wccftech.com/amd-ryzen-5000g-cezanne-desktop-apus-official-ryzen-7-5700g-ryzen-5-5600g-ryzen-3-5300g/,3,medium,Desktop AM4 APU.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 5600GE,AMD Ryzen 5 5600GE,6,,,12,3.40 GHz,4.40 GHz,,3 MB,16 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 7,7,1900.00 GHz,,2021-Q3,,,https://wccftech.com/amd-ryzen-5000g-cezanne-desktop-apus-official-ryzen-7-5700g-ryzen-5-5600g-ryzen-3-5300g/,3,medium,OEM-only 35W variant.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 5600GT,AMD Ryzen 5 5600GT,6,,,12,3.60 GHz,4.60 GHz,,3 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 7,7,,,2022-Q2,,,https://cputronic.com/en/cpu/amd-ryzen-5-5600gt,3,medium,2022 retail refresh with higher boost (4.6GHz) than original 5600G (4.4GHz).
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 5605G,AMD Ryzen 5 5605G,6,,,12,3.90 GHz,4.40 GHz,,3 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 7,7,,,2022-Q2,,,https://www.tomshardware.com/pc-components/cpus/amd-breathes-life-into-ryzen-5000g-family-with-six-new-chips-cezanne-with-up-to-eight-zen-3-cores-and-4-6-ghz-boost-clocks,3,low,"OEM-only refresh SKU; specs presumed identical to 5600G, not independently confirmed on a dedicated spec page."
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 5605GE,AMD Ryzen 5 5605GE,6,,,12,3.40 GHz,4.40 GHz,,3 MB,16 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 7,7,,,2022-Q2,,,https://www.tomshardware.com/pc-components/cpus/amd-breathes-life-into-ryzen-5000g-family-with-six-new-chips-cezanne-with-up-to-eight-zen-3-cores-and-4-6-ghz-boost-clocks,3,low,"OEM-only 35W refresh SKU; specs presumed identical to 5600GE, not independently confirmed."
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 PRO 5650G,AMD Ryzen 5 PRO 5650G,6,,,12,3.90 GHz,4.40 GHz,,3 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 7,7,,,2021-Q3,,,https://wccftech.com/amd-ryzen-pro-5000g-cezanne-ryzen-7-5750g-ryzen-5-5650g-ryzen-3-5350g-retail-zen-3-desktop-apus-tested/,3,medium,PRO commercial counterpart of 5600G.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 PRO 5650GE,AMD Ryzen 5 PRO 5650GE,6,,,12,3.40 GHz,4.40 GHz,,3 MB,16 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 7,7,,,2021-Q3,,,https://wccftech.com/amd-ryzen-pro-5000g-cezanne-ryzen-7-5750g-ryzen-5-5650g-ryzen-3-5350g-retail-zen-3-desktop-apus-tested/,3,low,"PRO 35W variant; clocks presumed parity with 5600GE, not independently confirmed."
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 PRO 5655G,AMD Ryzen 5 PRO 5655G,6,,,12,3.90 GHz,4.40 GHz,,3 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 7,7,,,2022,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/5000-series/amd-ryzen-5-pro-5655ge.html,3,low,Direct spec page not returned in search for non-GE 5655G variant; clocks inferred from PRO 5650G pattern and comparison data vs sibling 5655GE.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 5 PRO 5655GE,AMD Ryzen 5 PRO 5655GE,6,,,12,3.40 GHz,4.40 GHz,,3 MB,16 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 7,7,,,2022,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/5000-series/amd-ryzen-5-pro-5655ge.html,1,high,Tier-1 AMD.com page confirmed to exist; clocks corroborated by cputronic/allcpus.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 7 5700G,AMD Ryzen 7 5700G,8,,,16,3.80 GHz,4.60 GHz,,4 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 8,8,2000.00 GHz,,2021-Q3,359,,https://wccftech.com/amd-ryzen-5000g-cezanne-desktop-apus-official-ryzen-7-5700g-ryzen-5-5600g-ryzen-3-5300g/,3,medium,Desktop AM4 APU (segment=desktop despite appearing in this mobile-manifest under Cezanne/Rembrandt naming pattern).
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 7 5700GE,AMD Ryzen 7 5700GE,8,,,16,3.20 GHz,4.60 GHz,,4 MB,16 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 8,8,2000.00 GHz,,2021-Q3,,,https://wccftech.com/amd-ryzen-5000g-cezanne-desktop-apus-official-ryzen-7-5700g-ryzen-5-5600g-ryzen-3-5300g/,3,medium,"35W low-power variant, same boost as 5700G, OEM-only."
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 7 5705G,AMD Ryzen 7 5705G,8,,,16,3.80 GHz,4.60 GHz,,4 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 8,8,1900.00 GHz,,2022-Q2,,,https://www.tomshardware.com/pc-components/cpus/amd-breathes-life-into-ryzen-5000g-family-with-six-new-chips-cezanne-with-up-to-eight-zen-3-cores-and-4-6-ghz-boost-clocks,3,medium,"2022 refresh of 5700G, reportedly near-identical specs with slightly different iGPU clock per Tom's Hardware."
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 7 5705GE,AMD Ryzen 7 5705GE,8,,,16,3.20 GHz,4.60 GHz,,4 MB,16 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,no,no,,Radeon Vega 8,8,2100.00 GHz,,2022-Q2,,,https://www.tomshardware.com/pc-components/cpus/amd-breathes-life-into-ryzen-5000g-family-with-six-new-chips-cezanne-with-up-to-eight-zen-3-cores-and-4-6-ghz-boost-clocks,3,medium,35W refresh variant; iGPU clock bumped +200MHz vs 5700GE per Tom's Hardware.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 7 PRO 5750G,AMD Ryzen 7 PRO 5750G,8,,,16,3.80 GHz,4.60 GHz,,4 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 8,8,2000.00 GHz,,2021-Q3,,,https://wccftech.com/amd-ryzen-pro-5000g-cezanne-ryzen-7-5750g-ryzen-5-5650g-ryzen-3-5350g-retail-zen-3-desktop-apus-tested/,3,medium,PRO commercial-channel counterpart of 5700G.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 7 PRO 5750GE,AMD Ryzen 7 PRO 5750GE,8,,,16,3.20 GHz,4.60 GHz,,4 MB,16 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 8,8,2000.00 GHz,,2021-Q3,,,https://wccftech.com/amd-ryzen-pro-5000g-cezanne-ryzen-7-5750g-ryzen-5-5650g-ryzen-3-5350g-retail-zen-3-desktop-apus-tested/,3,medium,PRO 35W variant.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 7 PRO 5755G,AMD Ryzen 7 PRO 5755G,8,,,16,3.80 GHz,4.60 GHz,,4 MB,16 MB,65W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 8,8,,,2022,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/5000-series/amd-ryzen-7-pro-5755g.html,1,high,Tier-1 AMD.com page confirmed to exist; core/clock/cache/TDP figures per topcpu.net corroboration.
AMD,Ryzen,desktop,Cezanne,Zen 3,Ryzen 7 PRO 5755GE,AMD Ryzen 7 PRO 5755GE,8,,,16,3.20 GHz,4.60 GHz,,4 MB,16 MB,35W,,TSMC 7nm,AM4,1,3,,DDR4,2,3200,,yes,no,,Radeon Vega 8,8,,,2022,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/5000-series/amd-ryzen-7-pro-5755ge.html,1,high,Tier-1 AMD.com page confirmed; 35W low-power 8-core variant.
AMD,radeonr7200,desktop,Curacao (Pitcairn),R7 200 Series,R7 265,AMD Radeon R7 265,16,,,,0.93 GHz,,,1 MB,,150W,,28 nm,,,3.0,8,GDDR5,,179.2 GB/s,2 GB,,,,,,,,2014-Q1,149,,https://videocardz.com/amd/radeon-r200/radeon-r7-265,2,medium,1024 stream processors; 1.89 TFLOPS FP32
AMD,radeonhd5000,desktop,Cypress,TeraScale 2,ATI HD 5870,ATI Radeon HD 5870,1600,,,,0.85 GHz,,,,,188W,,40 nm,,,2.0,16,GDDR5,,153.6 GB/s,1 GB,,,,,,,,2009-09-23,379,,https://www.geeks3d.com/20090914/ati-radeon-hd-5870-has-a-tdp-of-188w/,3,medium,"2.72 TFLOPS FP32; cores field = stream processors (pre-GCN, no CU concept); PCIe card form factor"
AMD,radeonhd5000,desktop,Cypress (Pro),TeraScale 2,ATI HD 5850,ATI Radeon HD 5850,1440,,,,0.72 GHz,,,,,151W,,40 nm,,,2.0,16,GDDR5,,128 GB/s,1 GB,,,,,,,,2009-10-13,259,,https://www.techspot.com/specs/gpu/44407-amd-ati-radeon-hd-5850.html,3,medium,2.09 TFLOPS FP32; cores field = stream processors; sources disagree on board power (151W vs 170W max board power) — logged in notes.md
AMD,radeonhd5000,desktop,Cypress LE,TeraScale 2,ATI HD 5830,ATI Radeon HD 5830,1120,,,,0.80 GHz,,,,,175W,,40 nm,,,2.0,16,GDDR5,,128 GB/s,1 GB,,,,,,,,2010-02-25,239,,https://www.techpowerup.com/115908/ati-radeon-hd-5830-specifications-surface,3,medium,1.8 TFLOPS FP32; cores field = stream processors; PCIe card form factor
AMD,Ryzen,desktop,Dali,Zen,Athlon Silver 3050GE,Athlon Silver 3050GE (OEM Only),2,,,4,,3.40 GHz,,,,35W,,14nm,AM4,,3.0,,DDR4,2,2933 MHz,64 GB,,,,,,,,2020-07-21,,,https://technical.city/en/cpu/Athlon-Silver-3050GE,3,low,"IMPORTANT DEVIATION: technical.city describes this as Dali architecture (14nm) with unlocked multiplier and max turbo 3.4GHz; unclear if separate lower base clock exists, left blank; iGPU details not found"
AMD,radeonr9fury,desktop,Fiji,R9 Fury Series,R9 Fury,AMD Radeon R9 Fury,56,,,,1.00 GHz,,,2 MB,,275W,,28 nm,,,3.0,16,HBM,,512 GB/s,4 GB,,,,,,,,2015-Q3,549,,https://www.kitguru.net/components/graphic-cards/anton-shilov/specifications-of-amd-radeon-r9-fury-and-amd-radeon-r9-nano-revealed/,2,medium,7.0 TFLOPS FP32
AMD,radeonr9fury,desktop,Fiji,R9 Fury Series,R9 Fury X,AMD Radeon R9 Fury X,64,,,,1.05 GHz,,,2 MB,,275W,,28 nm,,,3.0,16,HBM,,512 GB/s,4 GB,,,,,,,,2015-Q2,649,,https://videocardz.com/56579/amd-radeon-r9-fury-x-official-specifications,1,high,8.6 TFLOPS FP32; closed-loop liquid cooler
AMD,radeonr9fury,desktop,Fiji,R9 Fury Series,R9 Nano,AMD Radeon R9 Nano,64,,,,1.00 GHz,,,2 MB,,175W,,28 nm,,,3.0,16,HBM,,512 GB/s,4 GB,,,,,,,,2015-Q3,649,,https://www.kitguru.net/components/graphic-cards/anton-shilov/specs-of-amd-radeon-r9-nano-confirmed-4096-sps-8-19tflops/,2,medium,8.19 TFLOPS FP32; compact 6-inch mini-ITX form factor
AMD,radeon600,desktop,GCN 1.0,GCN,610,AMD Radeon 610,,,,,,1.03 GHz,,,,50W,,28 nm,,,3.0,8,GDDR5,,36 GB/s,2 GB,,,,,,,,2019-05-23,,,https://technical.city/en/video/Radeon-610,3,low,"320 shader cores (pre-CU GCN 1.0 part); CU count not published by AMD for this SKU, left blank; entry mobile/OEM discrete card"
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 5 9500F,AMD Ryzen 5 9500F,6,,,12,3.80 GHz,5.00 GHz,,6 MB,32 MB,65W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2025-Q3,219,,https://www.tomshardware.com/pc-components/cpus/amd-launches-ryzen-5-9500f-claiming-up-to-24-percent-faster-than-ryzen-5-7500f-in-gaming-zen-5-chip-launches-as-a-china-exclusive-for-now,3,medium,No iGPU (F-suffix). China-exclusive launch initially (Sept 2025) per Tom's Hardware/AMD; cross-checked cputronic/techspot.
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 5 9600,AMD Ryzen 5 9600,6,,,12,3.80 GHz,5.20 GHz,,6 MB,32 MB,65W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,Radeon Graphics,2,,,2025-Q1,,,https://www.amd.com/en/products/processors/desktops/ryzen/9000-series/amd-ryzen-5-9600.html,2,medium,Cross-checked videocardz/Tom's Hardware/cputronic. Includes Wraith Stealth cooler. MSRP not found -> gap.
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 5 9600X,AMD Ryzen 5 9600X,6,,,12,3.90 GHz,5.40 GHz,,6 MB,32 MB,65W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,Radeon Graphics,2,,,2024-Q3,279,,https://www.amd.com/en/products/processors/desktops/ryzen/9000-series/amd-ryzen-5-9600x.html,1,high,"AMD official product page; cross-checked TechSpot/HWCooling review specs, consistent."
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 5 PRO 9645,AMD Ryzen 5 PRO 9645,6,,,12,3.90 GHz,5.40 GHz,,6 MB,32 MB,65W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,Radeon Graphics,2,,,2025-Q1,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/9000-series/,3,medium,"Cross-checked guru3d/notebookcheck; total cache 38MB. Commercial OEM part, no public MSRP -> gap."
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 7 9700F,AMD Ryzen 7 9700F,8,,,16,3.80 GHz,5.50 GHz,,8 MB,32 MB,65W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2025-Q1,,,https://wccftech.com/amd-prepares-granite-ridge-pro-chips-and-ryzen-7-9700f-for-consumers-as-spotted-on-asus-website-core-clock-cache-and-tdp-leaked/,3,low,No iGPU (F-suffix). Clocks assumed to mirror 9700X per leak coverage; not confirmed on an official AMD ARK page at time of research. Price not found -> gap.
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 7 9700X,AMD Ryzen 7 9700X,8,,,16,3.80 GHz,5.50 GHz,,8 MB,32 MB,65W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2024-Q3,359,,https://www.amd.com/en/products/processors/desktops/ryzen/9000-series/amd-ryzen-7-9700x.html,2,medium,"Cross-checked TechPowerUp/wccftech/Tom's Hardware, consistent base/boost/cache/TDP."
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 7 9800X3D,AMD Ryzen 7 9800X3D,8,,,16,4.70 GHz,5.20 GHz,,8 MB,96 MB,120W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2024-Q4,479,,https://www.amd.com/en/products/processors/desktops/ryzen/9000-series/amd-ryzen-7-9800x3d.html,2,medium,Cross-checked TechPowerUp/Tom's Hardware/GamersNexus; total cache 104MB incl L2.
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 7 9850X3D,AMD Ryzen 7 9850X3D,8,,,16,,5.60 GHz,,8 MB,96 MB,120W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2025-Q3,,,https://www.tomshardware.com/pc-components/cpus/amd-ryzen-7-9850x3d-review,3,medium,OEM/DIY-market variant of 9800X3D w/ higher boost (5.6 vs 5.2 GHz). Base clock not independently confirmed -> gap. Price not published (OEM channel) -> gap.
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 7 PRO 9745,AMD Ryzen 7 PRO 9745,8,,,16,3.80 GHz,5.40 GHz,,8 MB,32 MB,65W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2025-Q1,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/9000-series/amd-ryzen-7-pro-9745.html,2,medium,"Cross-checked guru3d/notebookcheck/cpu-monkey; total cache reported 40MB. Commercial OEM part, no public MSRP."
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 9 9900X,AMD Ryzen 9 9900X,12,,,24,4.40 GHz,5.60 GHz,,12 MB,64 MB,120W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2024-Q3,499,,https://www.amd.com/en/products/processors/desktops/ryzen/9000-series/amd-ryzen-9-9900x.html,2,medium,"Cross-checked base/boost/cache across TechPowerUp, wccftech, Tom's Hardware; consistent."
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 9 9900X3D,AMD Ryzen 9 9900X3D,12,,,24,4.40 GHz,5.50 GHz,,12 MB,128 MB,120W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2025-Q1,599,,https://www.amd.com/en/products/processors/desktops/ryzen/9000-series/amd-ryzen-9-9900x3d.html,1,high,AMD official product page cited by TechRadar/Tom's Hardware launch coverage; total cache 140MB incl L2.
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 9 9950X,AMD Ryzen 9 9950X,16,,,32,4.30 GHz,5.70 GHz,,16 MB,64 MB,170W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2024-Q3,649,,https://www.amd.com/en/products/processors/desktops/ryzen/9000-series/amd-ryzen-9-9950x.html,1,high,"Fetched official AMD product page directly. Cross-checked vs TechPowerUp/wccftech, matches."
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 9 9950X3D,AMD Ryzen 9 9950X3D,16,,,32,4.30 GHz,5.70 GHz,,16 MB,128 MB,170W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2025-Q1,699,,https://www.amd.com/en/products/processors/desktops/ryzen/9000-series/amd-ryzen-9-9950x3d.html,2,medium,L3=128MB (one CCD has 3D V-Cache); total cache incl L2 ~144MB per TechPowerUp/wccftech launch coverage. Base clock cross-checked at 4.3GHz across sources.
AMD,Ryzen,desktop,Granite Ridge,Zen 5,Ryzen 9 PRO 9945,AMD Ryzen 9 PRO 9945,12,,,24,3.40 GHz,5.40 GHz,,12 MB,64 MB,65W,,TSMC 4nm (CCD)/6nm (IOD),AM5,1,5.0,24,DDR5,2,DDR5-5600,256 GB,,,,,,,,2025-Q1,,,https://www.amd.com/en/products/processors/desktops/ryzen-pro/9000-series/amd-ryzen-9-pro-9945.html,2,medium,"Cross-checked cpu-monkey/videocardz/guru3d; total cache reported as 76MB (12MB L2+64MB L3). Commercial/OEM channel part, MSRP not publicly listed."
